model,marca,model name,engine,drive,transmission,year,version url,Motor - Combustible,Motor - Cilindrada,Motor - Potencia,Motor - Torque,Motor - Alimentación,Motor - Cilindros,Motor - Válvulas,Motor - Catalítico,Motor - Sistema start / stop,Performance - Aceleración 0-100 km/h,Performance - Rendimiento en ciudad,Performance - Rendimiento en ruta,Performance - Rendimiento mixto,Performance - Velocidad máxima,Transmisión y chasis - Motor - tracción,Transmisión y chasis - Transmisión,Transmisión y chasis - Neumáticos,Transmisión y chasis - Frenos (del. - tras.),Transmisión y chasis - Suspensión delantera,Transmisión y chasis - Suspensión trasera,Medidas y capacidades - Largo,Medidas y capacidades - Ancho sin espejos,Medidas y capacidades - Ancho con espejos,Medidas y capacidades - Alto,Medidas y capacidades - Distancia entre ejes,Medidas y capacidades - Baúl,Medidas y capacidades - Tanque de combustible,Medidas y capacidades - Peso,Medidas y capacidades - Capacidad de carga,Medidas y capacidades - Altura de piso,Medidas y capacidades - Capacidad de vadeo,Medidas y capacidades - Ángulo de ataque,Medidas y capacidades - Ángulo de partida,Medidas y capacidades - Ángulo ventral,Medidas y capacidades - Remolque con frenos,Medidas y capacidades - Remolque sin frenos,Medidas y capacidades - Capacidad de pendiente,Medidas y capacidades - Escalonamiento vertical,Medidas y capacidades - Inclinación lateral,Confort - Aire acondicionado,Confort - Alarma de luces encendidas,Confort - Asientos delanteros,Confort - Asientos traseros,Confort - Tapizados,Confort - Cierre de puertas,Confort - Vidrios (del. - tras.),Confort - Espejos exteriores,Confort - Espejo interior,Confort - Faros delanteros,Confort - Faros antiniebla,Confort - Computadora de a bordo,Confort - Dirección asistida,Confort - Llantas,Confort - Techo solar,Confort - Volante,Confort - Apertura de baúl y tapa de combustible,Confort - Sensores de estacionamiento,Seguridad - ABS,Seguridad - Distribución electrónica de frenado,Seguridad - Airbags,Seguridad - Alarma e inmovilizador de motor,Seguridad - Anclaje para asientos infantiles,Seguridad - Cinturones de seguridad,Seguridad - Tercera luz de stop,Seguridad - Control de tracción,Comunicación y entretenimiento - Equipo de música,Comunicación y entretenimiento - Parlantes,Comunicación y entretenimiento - Conexión auxiliar (iPod y Mp3),Comunicación y entretenimiento - Interfaz bluetooth,Comunicación y entretenimiento - Pantalla,Seguridad - Otros,Seguridad - Autobloqueo de puertas con velocidad,Confort - Control de velocidad crucero,Confort - Encendido del motor,Seguridad - Control de estabilidad,Comunicación y entretenimiento - Apple Carplay / Android Auto,Comunicación y entretenimiento - Conexión USB,Confort - Limpialuneta,Confort - Cámara de visión,Seguridad - Asistencia en frenada de emergencia,Comunicación y entretenimiento - Reproducción de audio vía bluetooth,Comunicación y entretenimiento - Sistema de control por voz para dispositivos,Comunicación y entretenimiento - MirrorLink,Comunicación y entretenimiento - Recarga inalámbrica del celular,Seguridad - Sensor de lluvia,Confort - Limitador de velocidad,Comunicación y entretenimiento - Wi-Fi,Confort - Puertas,Seguridad - Encendido automático de balizas,Seguridad - Luz de freno variable,Confort - Sistema de estacionamiento asistido,Confort - Palanca de cambios,Seguridad - Cabeceras delanteras activas,Comunicación y entretenimiento - Sistema de video,Comunicación y entretenimiento - Sistema de navegación,Transmisión y chasis - Neumáticos delanteros,Transmisión y chasis - Neumáticos traseros,Batería - Cantidad de celdas,Batería - Cantidad de módulos,Batería - Potencia,Batería - Tipo,Batería - Voltaje,Batería - Ubicación,Motor eléctrico - Potencia,Motor eléctrico - Torque,Motor eléctrico - Voltaje,Comunicación y entretenimiento - Preinstalación teléfono,Motor - Potencia total sistema híbrido,Comunicación y entretenimiento - Disco rígido
chevrolet blazer 3.6l rs AWD,chevrolet,blazer 3.6l rs,,AWD,,,https://www.autocosmos.cl/catalogo/2025/chevrolet/blazer/36l-rs-4x4/178890,bencina,3600 cc,308/6700 cv/rpm,365/5000 N·m/rpm,inyección directa,6 en V,24,sí,sí,N/D,N/D,N/D,N/D,N/D,delantero - integral,automática 9 velocidades,R21,discos ventilados - discos sólidos,independiente tipo McPherson,Independiente Multi-Link,4862 mm,1947 mm,N/D,1703 mm,2863 mm,863/1818 dm3,82 l,1929 kg,N/D,N/D,N/D,N/D,N/D,N/D,2041 kg,N/D,N/D,N/D,N/D,climatizador bizona,sí,"calefaccionables y ventilados, con ajuste eléctrico, con ajuste en altura y lumbar, con memorias solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico y memorias, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con luces adaptativas en curvas, con luces led, con regulación interna",no tiene,sí,eléctrica,aleación,eléctrico,"con ajuste eléctrico y memorias, con ajuste en altura y profundidad, multifunción revestido en cuero","baúl eléctrico con apertura ""manos libres""",delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido BOSE®",8,sí,sí,"táctil de 10,2""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego",sí,adaptativa,"con botón, con sistema remoto",sí,sí,sí,,periférica (360°),,sí,sí,sí,sí,,,,,,,,,,,satelital (GPS),,,,,,,,,,,,,,
chevrolet blazer 3.6l rs AWD AT 2024.0,chevrolet,blazer 3.6l rs,,AWD,AT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/blazer/36l-rs-4x4/178890,bencina,3600 cc,308/6700 cv/rpm,365/5000 N·m/rpm,inyección directa,6 en V,24,sí,sí,N/D,N/D,N/D,N/D,N/D,delantero - integral,automática 9 velocidades,R21,discos ventilados - discos sólidos,independiente tipo McPherson,Independiente Multi-Link,4862 mm,1947 mm,N/D,1703 mm,2863 mm,863/1818 dm3,82 l,1929 kg,N/D,N/D,N/D,N/D,N/D,N/D,2041 kg,N/D,N/D,N/D,N/D,climatizador bizona,sí,"calefaccionables y ventilados, con ajuste eléctrico, con ajuste en altura y lumbar, con memorias solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico y memorias, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con luces adaptativas en curvas, con luces led, con regulación interna",no tiene,sí,eléctrica,aleación,eléctrico,"con ajuste eléctrico y memorias, con ajuste en altura y profundidad, multifunción revestido en cuero","baúl eléctrico con apertura ""manos libres""",delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido BOSE®",8,sí,sí,"táctil de 10,2""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego",sí,adaptativa,"con botón, con sistema remoto",sí,sí,sí,,periférica (360°),,sí,sí,sí,sí,,,,,,,,,,,satelital (GPS),,,,,,,,,,,,,,
chevrolet blazer rs 3.6l l AWD AT,chevrolet,blazer rs 3.6l l,,AWD,AT,,https://www.autocosmos.cl/catalogo/2025/chevrolet/blazer/36l-rs-4x4/178890,bencina,3600 cc,308/6700 cv/rpm,365/5000 N·m/rpm,inyección directa,6 en V,24,sí,sí,N/D,N/D,N/D,N/D,N/D,delantero - integral,automática 9 velocidades,R21,discos ventilados - discos sólidos,independiente tipo McPherson,Independiente Multi-Link,4862 mm,1947 mm,N/D,1703 mm,2863 mm,863/1818 dm3,82 l,1929 kg,N/D,N/D,N/D,N/D,N/D,N/D,2041 kg,N/D,N/D,N/D,N/D,climatizador bizona,sí,"calefaccionables y ventilados, con ajuste eléctrico, con ajuste en altura y lumbar, con memorias solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico y memorias, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con luces adaptativas en curvas, con luces led, con regulación interna",no tiene,sí,eléctrica,aleación,eléctrico,"con ajuste eléctrico y memorias, con ajuste en altura y profundidad, multifunción revestido en cuero","baúl eléctrico con apertura ""manos libres""",delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido BOSE®",8,sí,sí,"táctil de 10,2""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego",sí,adaptativa,"con botón, con sistema remoto",sí,sí,sí,,periférica (360°),,sí,sí,sí,sí,,,,,,,,,,,satelital (GPS),,,,,,,,,,,,,,
chevrolet bolt euv AT 2024.0,chevrolet,bolt euv,,,AT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/bolt/ltz/178897,,,,,,,,,sí,N/D,,,,N/D,delantero - delantera,automática,N/D,discos ventilados - discos ventilados,N/D,N/D,4306 mm,1770 mm,N/D,1616 mm,2675 mm,N/D,,1669 kg,462 kg,N/D,,,,,,,,,,climatizador,sí,"calefaccionables, con ajuste eléctrico solo conductor, con ajuste en altura",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos y térmicos,antideslumbrante automático,con encendido y apagado automático,,sí,eléctrica,aleación,no tiene,"calefactable, con ajuste en altura y profundidad, multifunción revestido en cuero",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor y acompañante, laterales delanteros y traseros",alarma e inmovilizador de motor,,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 10,2""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,sí,,,,,,,,,,,satelital (GPS),,,N/D,N/D,N/D,N/D,N/D,N/D,200 cv/rpm,360 N·m/rpm,N/D,,,
chevrolet captiva 1.5l lt,chevrolet,captiva 1.5l lt,,,,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l lt aut,chevrolet,captiva 1.5l lt aut,,,,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l ltz p AT 2024.0,chevrolet,captiva 1.5l ltz p,,,AT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l ltz p MT 2024.0,chevrolet,captiva 1.5l ltz p,,,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l premier,chevrolet,captiva 1.5l premier,,,,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-premier/178919,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,275 / 874 / 2006 dm3,52 l,1588 kg,572 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste en altura solo conductor",2da. fila abatibles 60/40 y 3ra. fila 50/50,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,eléctrico panorámico,"con ajuste en altura, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,"trasera, con display en tablero",sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l premier aut,chevrolet,captiva 1.5l premier aut,,,,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-premier/178919,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,275 / 874 / 2006 dm3,52 l,1588 kg,572 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste en altura solo conductor",2da. fila abatibles 60/40 y 3ra. fila 50/50,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,eléctrico panorámico,"con ajuste en altura, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,"trasera, con display en tablero",sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l premier p AT 2024.0,chevrolet,captiva 1.5l premier p,,,AT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-premier/178919,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,275 / 874 / 2006 dm3,52 l,1588 kg,572 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste en altura solo conductor",2da. fila abatibles 60/40 y 3ra. fila 50/50,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,eléctrico panorámico,"con ajuste en altura, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,"trasera, con display en tablero",sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva 1.5l premier p MT 2024.0,chevrolet,captiva 1.5l premier p,,,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-premier/178919,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,275 / 874 / 2006 dm3,52 l,1588 kg,572 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste en altura solo conductor",2da. fila abatibles 60/40 y 3ra. fila 50/50,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,eléctrico panorámico,"con ajuste en altura, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,"trasera, con display en tablero",sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva lt 1.5t 2WD MT,chevrolet,captiva lt 1.5t,,2WD,MT,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva lt 1.5t l 2WD MT,chevrolet,captiva lt 1.5t l,,2WD,MT,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chevrolet captiva lt 1.5t CVT,chevrolet,captiva lt 1.5t,,,CVT,,https://www.autocosmos.cl/catalogo/2025/chevrolet/captiva-xl/15t-ltz/178918,bencina,1498 cc,148/5500 cv/rpm,250/2000-3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - delantera,automática CVT - 8 velocidades,215/55/R18,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión,4655 mm,1835 mm,N/D,1760 mm,2750 mm,874 / 2006 dm3,52 l,1522 kg,428 kg,180 mm,N/D,20°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con apagado automático, con luces de marcha diurna, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros y traseros (cortina), laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,sí,"táctil de 10,4""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,con botón,sí,sí,sí,sí,trasera,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
