MODEL,MARCA,Model Name,Engine,Drive,Transmission,Year,Version URL,Motor - Combustible,Motor - Cilindrada,Motor - Potencia,Motor - Torque,Motor - Alimentación,Motor - Cilindros,Motor - Válvulas,Motor - Catalítico,Motor - Sistema start / stop,Performance - Aceleración 0-100 km/h,Performance - Rendimiento en ciudad,Performance - Rendimiento en ruta,Performance - Rendimiento mixto,Performance - Velocidad máxima,Transmisión y chasis - Motor - tracción,Transmisión y chasis - Transmisión,Transmisión y chasis - Neumáticos,Transmisión y chasis - Frenos (del. - tras.),Transmisión y chasis - Suspensión delantera,Transmisión y chasis - Suspensión trasera,Medidas y capacidades - Largo,Medidas y capacidades - Ancho sin espejos,Medidas y capacidades - Ancho con espejos,Medidas y capacidades - Alto,Medidas y capacidades - Distancia entre ejes,Medidas y capacidades - Baúl,Medidas y capacidades - Tanque de combustible,Medidas y capacidades - Peso,Medidas y capacidades - Capacidad de carga,Medidas y capacidades - Altura de piso,Medidas y capacidades - Capacidad de vadeo,Medidas y capacidades - Ángulo de ataque,Medidas y capacidades - Ángulo de partida,Medidas y capacidades - Ángulo ventral,Medidas y capacidades - Remolque con frenos,Medidas y capacidades - Remolque sin frenos,Medidas y capacidades - Capacidad de pendiente,Medidas y capacidades - Escalonamiento vertical,Medidas y capacidades - Inclinación lateral,Confort - Aire acondicionado,Confort - Alarma de luces encendidas,Confort - Asientos delanteros,Confort - Asientos traseros,Confort - Tapizados,Confort - Cierre de puertas,Confort - Vidrios (del. - tras.),Confort - Espejos exteriores,Confort - Espejo interior,Confort - Faros delanteros,Confort - Faros antiniebla,Confort - Computadora de a bordo,Confort - Dirección asistida,Confort - Llantas,Confort - Techo solar,Confort - Volante,Confort - Apertura de baúl y tapa de combustible,Confort - Sensores de estacionamiento,Seguridad - ABS,Seguridad - Distribución electrónica de frenado,Seguridad - Airbags,Seguridad - Alarma e inmovilizador de motor,Seguridad - Anclaje para asientos infantiles,Seguridad - Cinturones de seguridad,Seguridad - Tercera luz de stop,Comunicación y entretenimiento - Equipo de música,Comunicación y entretenimiento - Parlantes,Comunicación y entretenimiento - Conexión auxiliar (iPod y Mp3),Comunicación y entretenimiento - Interfaz bluetooth,Comunicación y entretenimiento - Pantalla,Seguridad - Otros,Seguridad - Autobloqueo de puertas con velocidad,Seguridad - Control de estabilidad,Seguridad - Control de tracción,Confort - Control de velocidad crucero,Confort - Encendido del motor,Comunicación y entretenimiento - Apple Carplay / Android Auto,Confort - Cámara de visión,Seguridad - Asistencia en frenada de emergencia,Seguridad - Sensor de lluvia,Comunicación y entretenimiento - Conexión USB,Comunicación y entretenimiento - Reproducción de audio vía bluetooth,Comunicación y entretenimiento - Sistema de navegación,Comunicación y entretenimiento - Wi-Fi,Comunicación y entretenimiento - MirrorLink,Comunicación y entretenimiento - Recarga inalámbrica del celular,Confort - Limitador de velocidad,Confort - Limpialuneta,Comunicación y entretenimiento - Sistema de control por voz para dispositivos,Seguridad - Encendido automático de balizas,Seguridad - Luz de freno variable,Confort - Sistema de estacionamiento asistido,Batería - Cantidad de celdas,Batería - Cantidad de módulos,Batería - Potencia,Batería - Tipo,Batería - Voltaje,Batería - Ubicación,Motor eléctrico - Potencia,Motor eléctrico - Torque,Motor eléctrico - Voltaje,Confort - Palanca de cambios,Transmisión y chasis - Neumáticos delanteros,Transmisión y chasis - Neumáticos traseros,Motor - Potencia total sistema híbrido,Seguridad - Cabeceras delanteras activas,Comunicación y entretenimiento - Preinstalación teléfono,Comunicación y entretenimiento - Disco rígido,Confort - Puertas
DFSK SUV 600 COMFORT 1.5T MT 2024,DFSK,SUV 600 COMFORT,1.5T,,MT,2024,https://www.autocosmos.cl/catalogo/2024/dfsk/600/15l-comfort/178269,bencina,1499 cc,181 cv/rpm,300 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,"13,0 km/l",N/D,delantero - delantera,manual 6 velocidades,225/60/R17,discos ventilados - discos sólidos,independiente tipo McPherson,Multi-link,4720 mm,1865 mm,N/D,1710 mm,2785 mm,N/D,N/D,N/D,N/D,200 mm,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles 60/40,símil cuero,centralizado,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con encendido automático, con luces led, con regulación interna",traseros,sí,eléctrica,aleación,eléctrico,"con ajuste en altura y profundidad, multifunción revestido en cuero",,traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",4,sí,,"táctil de 12,3""","asistente para arranque en pendientes, indicador de presión de neumáticos",,,sí,sí,con botón,sí,trasera,sí,,sí,,,,,,sí,sí,,,,sí,,,,,,,,,,,,,,,,,
DFSK SUV 600 LUXURY 1.5T AT 2024,DFSK,SUV 600 LUXURY,1.5T,,AT,2024,https://www.autocosmos.cl/catalogo/2024/dfsk/600/15l-luxury-aut/178271,bencina,1499 cc,181 cv/rpm,300 N·m/rpm,inyección directa,4 en línea,16,sí,no,N/D,N/D,N/D,"13,0 km/l",N/D,delantero - delantera,automática 6 velocidades,235/50/R19,discos ventilados - discos sólidos,independiente tipo McPherson,Multi-link,4720 mm,1865 mm,N/D,1710 mm,2785 mm,N/D,N/D,N/D,N/D,200 mm,,,,,,,,,,manual,sí,"con ajuste eléctrico, con ajuste en altura solo conductor",abatibles 60/40,símil cuero,centralizado,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con encendido automático, con luces led, con regulación interna",traseros,sí,eléctrica,aleación,eléctrico panorámico,"con ajuste en altura y profundidad, multifunción revestido en cuero",baúl eléctrico,delanteros y traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",8,sí,,"táctil de 12,3""","asistente para arranque en pendientes, indicador de presión de neumáticos",,,sí,sí,con botón,sí,periférica (360°),sí,,sí,,,,,,sí,sí,,,,sí,,,,,,,,,,,,,,,,,
EXEED LX ADVANCED 1.5T AT 2024,EXEED,LX ADVANCED,1.5T,,AT,2024,https://www.autocosmos.cl/catalogo/2024/exeed/lx/15l-advanced/177134,bencina,1498 cc,145/5500 cv/rpm,230/2000-4000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"9,8 km/l","14,7 km/l","12,5 km/l",N/D,delantero - delantera,automática 9 velocidades,225/60/R18,discos ventilados - discos sólidos,McPherson,Multi-link,4533 mm,1848 mm,N/D,1699 mm,2650 mm,300 dm3,51 l,N/D,N/D,167 mm,,,,,,,,,,climatizador bizona,sí,"con ajuste eléctrico solo conductor, con ajuste en altura solo conductor",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,aleación,eléctrico,"con ajuste en altura y profundidad, multifunción revestido en símil cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"de 12,3''","asistente para arranque en pendientes, control de descenso en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,con sistema remoto,sí,periférica (360°),sí,sí,sí,sí,satelital (GPS),,,sí,sí,sí,,,,sí,,,,,,,,,,,,,,sí,"sí, con interfaz bluetooth",,
EXEED LX UNLIMITED 1.5T AT 2024,EXEED,LX UNLIMITED,1.5T,,AT,2024,https://www.autocosmos.cl/catalogo/2024/exeed/lx/15l-unlimited/177135,bencina,1498 cc,145/5500 cv/rpm,230/2000-4000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"9,8 km/l","14,7 km/l","12,5 km/l",N/D,delantero - delantera,automática 9 velocidades,225/55/R19,discos ventilados - discos sólidos,McPherson,Multi-link,4533 mm,1848 mm,N/D,1699 mm,2650 mm,300 dm3,51 l,N/D,N/D,167 mm,,,,,,,,,,climatizador bizona,sí,"calefaccionables, con ajuste eléctrico, con ajuste en altura y lumbar para el conductor, con memorias solo conductor",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,aleación,eléctrico,"con ajuste en altura y profundidad, multifunción revestido en símil cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",8,sí,sí,"de 12,3''","asistente para arranque en pendientes, control de descenso en pendientes, indicador de presión de neumáticos, sistema de alerta del punto ciego",sí,sí,sí,sí,con sistema remoto,sí,periférica (360°),sí,sí,sí,sí,satelital (GPS),,,sí,sí,sí,,,,sí,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,sí,"sí, con interfaz bluetooth",,
EXEED LX UNLIMITED 1.5T AWD AT 2024,EXEED,LX UNLIMITED,1.5T,AWD,AT,2024,https://www.autocosmos.cl/catalogo/2024/exeed/lx/15l-unlimited-awd/177136,bencina,1598 cc,183/5500 cv/rpm,275/2000-4000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"9,7 km/l","13,7 km/l","11,9 km/l",N/D,delantero - integral,automática CVT - 7 velocidades,225/55/R19,discos ventilados - discos sólidos,McPherson,Multi-link,4533 mm,1848 mm,N/D,1699 mm,2650 mm,300 dm3,51 l,N/D,N/D,167 mm,,,,,,,,,,climatizador bizona,sí,"calefaccionables, con ajuste eléctrico, con ajuste en altura y lumbar para el conductor, con memorias solo conductor",abatibles 60/40,símil cuero y cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,aleación,eléctrico,"calefactable, con ajuste en altura y profundidad, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",8,sí,sí,"de 12,3''","advertencia de colisión con autofrenado, asistente para arranque en pendientes, asistente para cambio de carril, control de descenso en pendientes, indicador de presión de neumáticos, sistema de alerta del punto ciego",sí,sí,sí,adaptativa,con sistema remoto,sí,periférica (360°),sí,sí,sí,sí,satelital (GPS),,,sí,sí,sí,,,,sí,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,sí,"sí, con interfaz bluetooth",,
EXEED TXL UNLIMITED 2.0T AT 2024,EXEED,TXL UNLIMITED,2.0T,,AT,2024,https://www.autocosmos.cl/catalogo/2024/exeed/txl/20l-unlimited/177132,bencina,1998 cc,245/5500 cv/rpm,385/2000-4000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"8,8 km/l","15,9 km/l","12,2 km/l",N/D,delantero - delantera,automática DCT - 7 velocidades,255/55/R19,discos ventilados - discos sólidos,McPherson,Multi-link,4780 mm,1885 mm,N/D,1730 mm,2800 mm,470 dm3,55 l,N/D,N/D,165 mm,,,,,,,,,,climatizador bizona,sí,"calefaccionables y ventilados, con ajuste eléctrico, con ajuste en altura, con ajuste lumbar solo conductor, con memorias solo conductor",abatibles 60/40,símil cuero,centralizado,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces led, con regulación interna",delanteros y traseros,,eléctrica,aleación,eléctrico,"con ajuste en altura y profundidad, multifunción",manual,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido Sony®",8,sí,sí,"de 12,3''","advertencia de colisión con autofrenado, asistente para arranque en pendientes, asistente para cambio de carril, control de ascenso en pendientes, control de descenso en pendientes, control de frenado en curva, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego, sistema de alerta por cansancio",sí,sí,sí,adaptativa,con sistema remoto,sí,periférica (360°),sí,sí,sí,,satelital (GPS),,,sí,,sí,,sí,,sí,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,,,,
EXEED TXL UNLIMITED 2.0T AWD AT 2024,EXEED,TXL UNLIMITED,2.0T,AWD,AT,2024,https://www.autocosmos.cl/catalogo/2024/exeed/txl/20l-unlimited/177132,bencina,1998 cc,245/5500 cv/rpm,385/2000-4000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"8,8 km/l","15,9 km/l","12,2 km/l",N/D,delantero - delantera,automática DCT - 7 velocidades,255/55/R19,discos ventilados - discos sólidos,McPherson,Multi-link,4780 mm,1885 mm,N/D,1730 mm,2800 mm,470 dm3,55 l,N/D,N/D,165 mm,,,,,,,,,,climatizador bizona,sí,"calefaccionables y ventilados, con ajuste eléctrico, con ajuste en altura, con ajuste lumbar solo conductor, con memorias solo conductor",abatibles 60/40,símil cuero,centralizado,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces led, con regulación interna",delanteros y traseros,,eléctrica,aleación,eléctrico,"con ajuste en altura y profundidad, multifunción",manual,delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido Sony®",8,sí,sí,"de 12,3''","advertencia de colisión con autofrenado, asistente para arranque en pendientes, asistente para cambio de carril, control de ascenso en pendientes, control de descenso en pendientes, control de frenado en curva, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego, sistema de alerta por cansancio",sí,sí,sí,adaptativa,con sistema remoto,sí,periférica (360°),sí,sí,sí,,satelital (GPS),,,sí,,sí,,sí,,sí,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,,,,
FIAT FASTBACK AUDACE 1.0L AT 2024,FIAT,FASTBACK AUDACE,1.0L,,AT,2024,https://www.autocosmos.cl/catalogo/2024/fiat/fastback/drive/177152,bencina,999 cc,120/5750 cv/rpm,200/1750 N·m/rpm,inyección electrónica multipunto turbo,3 en línea,12,sí,no,"10,2 s",N/D,N/D,N/D,190 km/h,delantero - delantera,automática 7 velocidades,205/50/R17,discos ventilados - tambor,independiente tipo McPherson,eje de torsión,4427 mm,1774 mm,N/D,1573 mm,2533 mm,600 dm3,47 l,1250 kg,N/D,192/217 mm,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,climatizador,sí,"con ajuste en altura, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, con luces led",traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 8,4"" color","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,,sí,trasera,,,sí,,,,,sí,,sí,,,,,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,,,,
FIAT FASTBACK DRIVE 1.0L AT 2024,FIAT,FASTBACK DRIVE,1.0L,,AT,2024,https://www.autocosmos.cl/catalogo/2024/fiat/fastback/drive/177152,bencina,999 cc,120/5750 cv/rpm,200/1750 N·m/rpm,inyección electrónica multipunto turbo,3 en línea,12,sí,no,"10,2 s",N/D,N/D,N/D,190 km/h,delantero - delantera,automática 7 velocidades,205/50/R17,discos ventilados - tambor,independiente tipo McPherson,eje de torsión,4427 mm,1774 mm,N/D,1573 mm,2533 mm,600 dm3,47 l,1250 kg,N/D,192/217 mm,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,climatizador,sí,"con ajuste en altura, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos,antideslumbrante manual,"con apagado automático, con luces led",traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 8,4"" color","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,,sí,trasera,,,sí,,,,,sí,,sí,,,,,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,,,,
FIAT FASTBACK IMPETUS 1.0L AT 2024,FIAT,FASTBACK IMPETUS,1.0L,,AT,2024,https://www.autocosmos.cl/catalogo/2024/fiat/fastback/impetus/177157,bencina,999 cc,120/5750 cv/rpm,200/1750 N·m/rpm,inyección electrónica multipunto turbo,3 en línea,12,sí,no,"10,2 s",N/D,N/D,N/D,190 km/h,delantero - delantera,automática 7 velocidades,215/45/R18,discos ventilados - tambor,independiente tipo McPherson,eje de torsión,4427 mm,1774 mm,N/D,1573 mm,2533 mm,600 dm3,47 l,1261 kg,N/D,192/217 mm,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,climatizador,sí,"con ajuste en altura, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos",antideslumbrante automático,"con encendido y apagado automático, con luces led",delanteros y traseros,sí,eléctrica,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,"táctil de 10""","asistente para arranque en pendientes, asistente para cambio de carril, indicador de presión de neumáticos",sí,sí,sí,sí,con sistema remoto,sí,trasera,sí,sí,sí,,satelital (GPS),,,sí,,sí,,,,,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,,,,
FIAT PULSE DRIVE 1.3L AT 2024,FIAT,PULSE DRIVE,1.3L,,AT,2024,https://www.autocosmos.cl/catalogo/2024/fiat/pulse/13l-drive/177146,bencina,1332 cc,99/6000 cv/rpm,128/4000 N·m/rpm,inyección electrónica multipunto,4 en línea,8,sí,no,N/D,"11,9 km/l","19,5 km/l","15,8 km/l",172 km/h,delantero - delantera,manual 5 velocidades,195/60/R16,discos sólidos - tambor,independiente tipo McPherson,eje de torsión,4099 mm,1774 mm,1989 mm,1577 mm,2521 mm,370 dm3,47 l,1140 kg,400 kg,189 mm,,,,,,,,,,climatizador,,"con ajuste en altura, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos y térmicos,antideslumbrante manual,con luces led,N/D,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",N/D,sí,sí,"de 10,2""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,,sí,trasera,,,sí,sí,satelital (GPS),,,sí,,sí,,,,,,,,,,,,,,,,,,,,,
FIAT PULSE DRIVE 1.3L MT 2024,FIAT,PULSE DRIVE,1.3L,,MT,2024,https://www.autocosmos.cl/catalogo/2024/fiat/pulse/13l-drive/177146,bencina,1332 cc,99/6000 cv/rpm,128/4000 N·m/rpm,inyección electrónica multipunto,4 en línea,8,sí,no,N/D,"11,9 km/l","19,5 km/l","15,8 km/l",172 km/h,delantero - delantera,manual 5 velocidades,195/60/R16,discos sólidos - tambor,independiente tipo McPherson,eje de torsión,4099 mm,1774 mm,1989 mm,1577 mm,2521 mm,370 dm3,47 l,1140 kg,400 kg,189 mm,,,,,,,,,,climatizador,,"con ajuste en altura, con ajuste manual",abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,eléctricos y térmicos,antideslumbrante manual,con luces led,N/D,sí,eléctrica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",N/D,sí,sí,"de 10,2""","asistente para arranque en pendientes, indicador de presión de neumáticos",sí,sí,sí,sí,,sí,trasera,,,sí,sí,satelital (GPS),,,sí,,sí,,,,,,,,,,,,,,,,,,,,,
FIAT PULSE IMPETUS 1.0L AT 2024,FIAT,PULSE IMPETUS,1.0L,,AT,2024,https://www.autocosmos.cl/catalogo/2024/fiat/pulse/10l-impetus-aut/177148,bencina,999 cc,120/5750 cv/rpm,200/1750 N·m/rpm,inyección electrónica multipunto turbo,3 en línea,12,sí,no,N/D,"11,8 km/l","18,5 km/l","15,2 km/l",186 km/h,delantero - delantera,automática CVT - 7 velocidades,205/50/R17,discos sólidos - tambor,independiente tipo McPherson,eje de torsión,4099 mm,1774 mm,1989 mm,1580 mm,2521 mm,370 dm3,47 l,1237 kg,400 kg,194 mm,,,,,,,,,,climatizador,,"con ajuste en altura, con ajuste manual",abatibles 60/40,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico, con luz de giro incorporadas, eléctricos y térmicos",antideslumbrante automático,"con encendido y apagado automático, con luces led",delanteros,sí,eléctrica,aleación,no tiene,"con ajuste en altura y profundidad, multifunción revestido en cuero",,delanteros y traseros,sí,sí,"conductor y acompañante, laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante",N/D,sí,sí,"de 10,2""","asistente para arranque en pendientes, indicador de presión de neumáticos, sistema de advertencia de salida de carril",sí,sí,sí,sí,con sistema remoto,sí,trasera,sí,sí,sí,sí,satelital (GPS),,,sí,,sí,,,,,,,,,,,,,,levas de cambios al volante - paddle shifters,,,,,,,
FORD ESCAPE PLATINUM ECOBOOST 2.0L AWD AT 2024,FORD,ESCAPE PLATINUM ECOBOOST,2.0L,AWD,AT,2024,https://www.autocosmos.cl/catalogo/2024/ford/escape/20l-platinum-awd/178330,bencina,2000 cc,250/5500 cv/rpm,380/3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"8,0 km/l","11,6 km/l","9,9 km/l",N/D,delantero - integral,automática 8 velocidades,225/55/R19,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión y barra estabilizadora,4603 mm,2000 mm,2174 mm,1679 mm,2710 mm,974/1722 dm3,54 l,1671 kg,N/D,175 mm,,,,,,,,,,climatizador bizona,sí,"calefactables, con ajuste eléctrico, con ajuste en altura, con ajuste lumbar solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico y memorias, con luz de giro incorporadas, eléctricos, térmicos y antideslumbrantes",antideslumbrante automático,"con encendido automático, con luces led",delanteros,sí,eléctrica,aleación,eléctrico,"calefactable, con ajuste en altura y profundidad, multifunción revestido en cuero","baúl eléctrico con apertura ""manos libres""",delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros y traseros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido Harman Kardon, volumen sensible a la velocidad",11,sí,sí,"táctil de 12,8""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, asistente para cambio de carril, control de frenado en curva, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego, sistema de regulación del torque (MSR)",sí,sí,sí,adaptativa,"con botón, con sistema remoto",sí,periférica (360°),sí,sí,sí,sí,satelital (GPS),,,sí,,sí,sí,,,sí,,,,,,,,,,,,,,,,,
FORD ESCAPE PLATINUM HEV 2.5L AWD AT 2024,FORD,ESCAPE PLATINUM HEV,2.5L,AWD,AT,2024,https://www.autocosmos.cl/catalogo/2024/ford/escape/20l-platinum-awd/178330,bencina,2000 cc,250/5500 cv/rpm,380/3000 N·m/rpm,inyección directa turbo,4 en línea,16,sí,sí,N/D,"8,0 km/l","11,6 km/l","9,9 km/l",N/D,delantero - integral,automática 8 velocidades,225/55/R19,discos ventilados - discos sólidos,independiente tipo McPherson,barra de torsión y barra estabilizadora,4603 mm,2000 mm,2174 mm,1679 mm,2710 mm,974/1722 dm3,54 l,1671 kg,N/D,175 mm,,,,,,,,,,climatizador bizona,sí,"calefactables, con ajuste eléctrico, con ajuste en altura, con ajuste lumbar solo conductor",abatibles 60/40,cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con función de plegado eléctrico y memorias, con luz de giro incorporadas, eléctricos, térmicos y antideslumbrantes",antideslumbrante automático,"con encendido automático, con luces led",delanteros,sí,eléctrica,aleación,eléctrico,"calefactable, con ajuste en altura y profundidad, multifunción revestido en cuero","baúl eléctrico con apertura ""manos libres""",delanteros y traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros y traseros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,"AM - FM con lector MP3, con comandos de audio al volante, sistema de sonido Harman Kardon, volumen sensible a la velocidad",11,sí,sí,"táctil de 12,8""","advertencia de colisión con autofrenado, asistente para arranque en pendientes, asistente para cambio de carril, control de frenado en curva, indicador de presión de neumáticos, sistema de advertencia de salida de carril, sistema de alerta del punto ciego, sistema de regulación del torque (MSR)",sí,sí,sí,adaptativa,"con botón, con sistema remoto",sí,periférica (360°),sí,sí,sí,sí,satelital (GPS),,,sí,,sí,sí,,,sí,,,,,,,,,,,,,,,,,
